url	name	authors	genres	cycle	annotation	date
https://litres.ru/book/maksim-batyrev/komplekt-knig-45-tatuirovok-maksima-batyreva-71363620/	Комплект книг 45 татуировок Максима Батырева	"[""Максим Батырев""]"	"[""Деловая карьера"",""Лидерство"",""Менеджмент"",""Менеджмент и кадры"",""Организация рабочего процесса"",""Саморазвитие / личностный рост"",""Теория менеджмента"",""Эффективное руководство""]"	«МИФ Саморазвитие»	"45 татуировок менеджера. Правила российского руководителя
Названия глав этой книги – татуировки. Это свод принципов и правил, проверенных многолетней практикой успешного менеджера, его житейский и организаторский опыт. Это простые и яркие истории о том, как и почему надо вести дела, если хочешь добиться успеха. За каждой из этих глав стоят осмысленные действия, чья-то боль, мучения, радости, удачный и неудачный опыт, увольнения и лидерство, а главное – нужный результат.
Читайте, чтобы получать именно его!
45 татуировок продавана. Правила для тех, кто продает и управляет продажами
Если вы работаете в продажах, можно вас поздравить. Продажи делают людей сильными переговорщиками, психологами, управленцами, ораторами. Хорошим продавцам по плечу практически любые бизнес-задачи.
Автор этой книги, известный бизнес-спикер Максим Батырев, в свое время прошел в крупной консалтинговой компании путь от менеджера по продажам до члена правления.
Каждый случай в его практике – это урок на будущее, своего рода татуировка на сердце. Этих татуировок здесь всего сорок пять, но в действительности их намного больше.
Если ваша работа связана с продажами, вам нужна эта книга.
45 татуировок личности. Правила моей жизни
Жизненные уроки бывают жесткими, и многие из них навсегда врезаются в сердце и сознание, словно татуировки. 45 своих «татуировок», ставших правилами жизни, открывает для нас Максим Батырев, успешный менеджер и бизнес-тренер. Из каждого эпизода своей жизни он выводит правила взаимодействия с миром, с семьей, с самим собой – и все удачи и даже неудачи складываются в картину того, как в любой ситуации оставаться собой и шагать все выше по лестнице саморазвития.
Наверняка многие из этих жизненных правил применимы в вашей жизни. И наверняка вам есть чем дополнить их.Другие версии4 книги от 449 ₽Другие версии книгиАудиокнигиКомплект книг 45 татуировок Максима БатыреваКомплект книг 45 татуировок Максима БатыреваЧитает Максим Батыреваудиокнига1 349 ₽Части этой книги45 татуировок менеджера. Правила российского руководителя45 татуировок менеджера. Правила российского руководителятекст499 ₽45 татуировок продавана. Правила для тех, кто продает и управляет продажами45 татуировок продавана. Правила для тех, кто продает и управляет продажамитекст499 ₽45 татуировок личности. Правила моей жизни45 татуировок личности. Правила моей жизнитекст449 ₽"	782 стр. 21 иллюстрация
https://litres.ru/book/kirill-sharapov/zerkalschik-71383366/	Зеркальщик	"[""Кирилл Шарапов""]"	"[""Боевая фантастика"",""Городское фэнтези"",""Иные миры"",""Мистика"",""Мистические романы"",""Мистические тайны"",""Самиздат"",""Становление героя"",""Фантастический боевик"",""Черновик""]"		Зеркала видят и помнят все. С ними связано огромное количество мистических историй и суеверий. Многие их боятся и не доверяют им, и правильно делают. Однажды Радим Вяземский, черный копатель, работающий по заброшенным деревням, находит особенное зеркало, открывающее ему дорогу в загадочный, полный мистики и опасности, мир зазеркалья. Нет, он не попаданец, просто то, что вчера было фантастикой, теперь будни. Он - Зеркальщик - охотник, судья и палач в одном лице.	Автор
https://litres.ru/audiobook/aleksandr-tamonikov/chuzhoe-zvere-71381146/	Чужое зверье	"[""Александр Тамоников"",""Олег Томилин""]"	"[""Боевики"",""Боевые операции"",""Великая Отечественная война"",""Военные приключения"",""Диверсанты"",""Исторические боевики"",""Книги о разведчиках"",""Смертельная опасность"",""Советский спецназ"",""Спецназ"",""Фронтовые будни""]"	«СМЕРШ – спецназ Сталина»	Самые интересные романы о сталинском спецназе – СМЕРШе. Младший лейтенант СМЕРШа Алексей Савельев получает назначение в прифронтовую зону, где действует банда, оставшаяся после отступления гитлеровцев. По данным местного отдела НКВД, логово недобитков устроено на старой мельнице. Решено провести рейд и ликвидировать противника. Савельеву приказано прикрывать товарищей, которые должны первыми ворваться на мельницу. Однако в последний момент операция срывается: мельница оказывается заминированной, многие чекисты погибают. Похоже, врага кто-то успел предупредить. Подозрение падает на Алексея, как на нового в этих краях человека… Молодому офицеру не остается ничего другого, как самостоятельно выявить и обезвредить настоящего предателя…«Смерть шпионам!» (СМЕРШ) – это короткое и беспощадное название носило особое подразделение НКВД, подчинявшееся И. Сталину. Созданное в годы войны, оно состояло из проверенных в бою, честных и бесстрашных офицеров Красной Армии. СМЕРШа боялись все – и фашистские лазутчики, готовящие диверсии в наших боевых порядках, и гитлеровские приспешники, действующие в глубоком советском тылу. Враг знал: если на его след напали бойцы сталинского спецназа, справедливого и скорого суда не избежать. Романы серии «СМЕРШ – спецназ Сталина» – это каждый раз увлекательный динамичный сюжет и новые исторические знания, это экшен, написанный простым и понятным языком. Общий тираж книг А. Тамоникова – более 10 миллионов экземпляров!–«Романы А. Тамоникова – о настоящих мужчинах, для которых понятия доблести, чести и долга – не пустой звук». – В. КолычевДругие версии1 книга от 289 ₽Другие версии книгиТекстовые книгиЧужое зверьеЧужое зверьетекст289 ₽Синхронизировано с аудио версиейВ этой версии книги вы можете с легкостью переключиться с электронной на аудиоверсию (или наоборот) и продолжить читать или слушать произведение с того места, на котором остановились ранее.	2025
https://litres.ru/audiobook/maksim-batyrev/komplekt-knig-45-tatuirovok-maksima-batyreva-71373187/	Комплект книг 45 татуировок Максима Батырева	"[""Максим Батырев"",""Максим Батырев""]"	"[""Деловая карьера"",""Лидерство"",""Менеджмент"",""Менеджмент и кадры"",""Организация рабочего процесса"",""Саморазвитие / личностный рост"",""Теория менеджмента"",""Эффективное руководство""]"	«МИФ Саморазвитие»	Максим Батырев (Комбат) – известный российский менеджер и предприниматель. Основатель Batyrev Consulting Group. Прошел путь от рядового специалиста до одного из топ-1000 менеджеров России.Автор супербестселлеров «45 татуировок менеджера», «45 татуировок продавана» и «45 татуировок личности». Книги получили премии «Электронная буква» и «Книжная премия Рунета» и установили абсолютные рекорды по продажам в ЛитРес, OZON.RU и издательстве МИФ.Сегодня один из самых востребованных спикеров по управлению.Другие версии1 книга от 1 049 ₽Другие версии книгиТекстовые книгиКомплект книг 45 татуировок Максима БатыреваКомплект книг 45 татуировок Максима Батыреватекст1 049 ₽	21 ч. 45 мин. 57 сек.
https://litres.ru/audiobook/uliya-evdokimova/povelitel-nochi-71287636/	Повелитель ночи	"[""Юлия Евдокимова"",""Ирина Агма""]"	"[""Детективное расследование"",""Детективные истории"",""Женские детективы"",""Исторические детективы"",""Итальянский детектив"",""ЛитРес: чтец"",""Мистика"",""Мистические детективы"",""Самиздат"",""Современные детективы"",""Только на ЛитРес""]"	«Преступления и вкусности»	Венеция, 1623 год. Серия убийств ставит в тупик власти города- убийца не оставляет следов, жертвы на первый взгляд не связаны.Венеция, наши дни. Убит прорицатель с дурной славой.Что общего между расследованиями с разницей в 400 лет? Две эпохи, две загадки, две линии судьбы связывает главный персонаж книги: сама Венеция, ее история и секреты. Здесь времени не существует, а пространство играет с людьми. В городе-лабиринте возможны самые невероятные события. Вы готовы разгадать секреты Венеции, и найти убийцу? Открывайте книгу! Но… Тсс! Поклянитесь хранить тайну.Другие версии1 книга от 199 ₽Другие версии книгиПереизданияПовелитель ночиПовелитель ночитекст199 ₽Синхронизировано с аудио версиейВ этой версии книги вы можете с легкостью переключиться с электронной на аудиоверсию (или наоборот) и продолжить читать или слушать произведение с того места, на котором остановились ранее.	2024
https://litres.ru/audiobook/sergey-orlov-32589028/menya-zovut-kraken-71257678/	Меня зовут Кракен!	"[""Сергей Орлов"",""Юрий Мироненко""]"	"[""Боевое фэнтези"",""Бояръ-аниме"",""Интриги"",""ЛитРес: чтец"",""Попаданцы"",""Приключенческое фэнтези"",""Российская империя"",""Самиздат"",""Сильные герои"",""Только на ЛитРес"",""Юмористическое фэнтези""]"	«Поймай меня, если сможешь!»	Подвал. Полумрак. Вокруг двадцать парней с оголёнными торсами....Хорошо, хоть я не белокурая девушка, а вполне себе крепкий пацан. Правда, весь в крови, но кого волнуют такие мелочи?А вообще так себе перенос в другой мир. Эй, бог-осьминог, мы так не договаривались!!!Другие версии1 книга от 199 ₽Другие версии книгиПереизданияМеня зовут Кракен!Меня зовут Кракен!текст199 ₽Синхронизировано с аудио версиейВ этой версии книги вы можете с легкостью переключиться с электронной на аудиоверсию (или наоборот) и продолжить читать или слушать произведение с того места, на котором остановились ранее.	2024
https://litres.ru/audiobook/natalya-timoshenko-13466742/nenastoyaschie-71380597/	Ненастоящие	"[""Наталья Тимошенко"",""Ксения Большакова""]"	"[""Загадочное самоубийство"",""Загадочные события"",""Мистика"",""Мистические тайны"",""Потустороннее"",""Современные детективы"",""Только на ЛитРес"",""Частное расследование""]"	«Секретное досье. Новые страницы (Исследования необъяснимого)»	Перед вами третий роман цикла современных мистических детективов «Секретное досье. Новые страницы».Что заставило успешного бизнесмена Льва Никанорова пойти на кошмарное преступление: застрелить жену, дочь и сына, а после совершить самоубийство? Никаких видимых причин для этого следствие не обнаружило: семья казалась благополучной, бизнес процветал, у жены также было свое дело, а дети посещали престижные учебные заведения. Возможно ли, что разгадка кроется в нестабильном психическом здоровье Никанорова? Или же ее стоит искать в куда более таинственных и далеких от всего естественного глубинах?..За дело берется команда Войтеха Дворжака – специалиста по паранормальным явлениям, раскрывшего уже не один десяток похожих дел. Вот только есть пара «но»: сам Войтех укатил в отпуск, поэтому разбираться со всем придется его подчиненным, а ведь дело окажется куда более запутанным и опасным, чем представлялось в начале…Другие версии1 книга от 239 ₽Другие версии книгиТекстовые книгиНенастоящиеНенастоящиетекст239 ₽Синхронизировано с аудио версиейВ этой версии книги вы можете с легкостью переключиться с электронной на аудиоверсию (или наоборот) и продолжить читать или слушать произведение с того места, на котором остановились ранее.	2024
https://litres.ru/audiobook/meri-li/tuman-polnoe-izdanie-71174854/	Туман. Полное издание	"[""Мери Ли"",""Алина Целуковская""]"	"[""Борьба за выживание"",""ЛитРес: чтец"",""Любовно-фантастические романы"",""Любовный треугольник"",""Любовь и ненависть"",""Мировая катастрофа"",""Остросюжетные любовные романы"",""Постапокалипсис"",""Самиздат"",""Только на ЛитРес"",""Триллеры""]"		Как вы думаете, сколько времени нужно на то, чтобы мир пал? Чтобы ваши дружелюбные и приветливые соседи стали отвратительными и беспощадными монстрами? Чтобы улыбчивые дети забыли, что такое радость, и с каждым вдохом ожидали ужаса, леденящего в венах кровь? Чтобы вы в себе наглухо похоронили всё светлое и нежное? А на смену этому пришло темное и безжалостное? Надеюсь, вы никогда не узнаете ответов на эти вопросы. Мне же не посчастливилось!Моя семья оказалась в эпицентре хаоса, мрака и ранее неизвестного миру тумана. А я? Что я? Буду бороться, пока моё сердце не перестанет биться…Тетралогия под одной обложкой.Другие версии1 книга от 690 ₽Другие версии книгиПереизданияТуман. Полное изданиеТуман. Полное изданиетекст690 ₽Синхронизировано с аудио версиейВ этой версии книги вы можете с легкостью переключиться с электронной на аудиоверсию (или наоборот) и продолжить читать или слушать произведение с того места, на котором остановились ранее.	2024
https://litres.ru/book/agata-sanlayt/razvedi-nas-71380423/	Разведи нас	"[""Агата Санлайт, "",""Ясмина Сапфир""]"	"[""Запретная любовь"",""Измена"",""Короткие любовные романы"",""Остросюжетные любовные романы"",""Развод"",""Разница в возрасте"",""Самиздат"",""Сильная героиня"",""Современные любовные романы"",""Только на ЛитРес""]"		Ее отказался везти таксист, а я подвез. И вроде все, мы больше не встретимся. У меня красавица-невеста – балерина и планы на жизнь на ближайшие десять лет. Но почему я не могу выкинуть ее из головы? Почему она снится мне по ночам?Таксист высадил меня по недоразумению, а он подвез. И я думала, мы больше не встретимся. Но потом его невеста заказала меня в агентстве «Разведи меня», чтобы проверить верность жениха и… мы попали в капкан. У меня семья, у него – невеста. Но нас так тянет друг к другу, что только в танцах, на которые мы вместе ходим, и можно выразить страсть. К тому же, родной муж никогда так не заботился обо мне, как это чужой и красивый мужчина…	2024
https://litres.ru/book/aleksey-semihatov/sto-let-nedoskazannosti-kvantovaya-mehanika-dlya-vseh-v-71369695/	Сто лет недосказанности: Квантовая механика для всех в 25 эссе	"[""Алексей Семихатов""]"	"[""Астрофизика"",""Вселенная"",""Занимательная физика"",""Квантовая физика"",""Космос и вселенная"",""Физика и математика""]"		"Квантовая механика – самый точный из известных человечеству способов описания мира на той фундаментальной глубине, которая определяет его структуру, но недоступна прямому наблюдению. Только благодаря квантовой природе удается существовать атомам, людям, звездам и почти всему остальному. Квантовые эффекты, которые уже задействованы в технологиях, максимально приближаются к нашим представлениям о чудесах. Но в силу самого своего устройства квантовая механика оставляет недосказанности в отношении поведения квантовых объектов и свойств реальности.
На заре второго квантового столетия Алексей Семихатов, автор бестселлера «Всё, что движется», предлагает последовательное изложение современного состояния квантовой механики. Каковы принципиальные особенности квантового мира и какой ценой их можно примирить с интуицией? По каким правилам развиваются квантовые системы во времени и как в это развитие вмешиваются вероятности? Как различные интерпретации квантовой механики подталкивают нас к глубоко философским заключениям о возможном устройстве реальности – от параллельных вселенных до разрывов в восприятии? И как привычная нам реальность возникает из чуждой ей квантовой? Что все-таки делает квантовый компьютер, что и как вовлекается в квантовую запутанность и почему квантовым объектам приходится существовать без некоторых свойств? Оказывается, о квантовой механике можно всерьез говорить понятным языком, а обсуждение ее сложных мест делает этот разговор только интереснее.
Согласно квантовым законам и только лишь благодаря квантовым законам существуют атомы, из которых состоим и мы сами, и почти все на планете Земля; благодаря квантовым законам горит Солнце; квантовые процессы определяют взаимодействие света и вещества; весь наш мир собран из квантовых объектов. Но фундаментальная квантовая природа в глубине мира остается в основном незаметной из-за мельтешения огромного числа мельчайших участников. По отдельности они ведут себя квантово и взаимодействуют друг с другом тоже по квантовым правилам, но все вместе образуют привычный нам наблюдаемый, и почти ничем не квантовый, мир…. Парадоксальным образом привычные свойства окружающего мира основаны на чуждых ему квантовых явлениях.
Особенности
26 иллюстраций, нарисованных специально для книги. Иллюстратор Нюся Красовицкая предложила философско-метафорическое видение предмета, определяющая черта которого – отсутствие наглядности.
Квантовая механика не похожа на другие физические теории. Она поразительно успешна на практике, а ее логическая структура приводит к интригующим проблемам философского порядка. Ее вычислительная схема основана на строгих формальных предписаниях, но знаменательным образом обходит стороной вопрос о том, что же физически происходит в пространстве-времени. И в соответствии со своей собственной логикой квантовая механика ставит перед нами вопросы об устройстве реальности, но не затрудняет себя однозначными ответами.
Для кого
Для тех, кому интересно, какие правила игры, радикально отличающиеся от привычных, лежат в самой основе мира и определяют устройство и нас самих, и почти всего, что нас окружает.
Мир выглядел бы совершенно безумным, если бы в нашем восприятии отражалась даже малая часть экзотически запутанных состояний, которые в огромном количестве возникают в ходе эволюции волновой функции под управлением уравнения Шрёдингера. Общим местом была бы неопределенность положения и ориентации в пространстве; объекты находились бы в самых немыслимых комбинациях запутанных свойств."	2024
https://litres.ru/audiobook/aleksandr-tararev-18167700/mezhgalakticheskaya-voyna-chast-2-71379889/	Межгалактическая война Часть 2	"[""Юрий Тарарев, "",""Александр Тарарев"",""Михаил Обухов""]"	"[""Боевая фантастика"",""Героическая фантастика"",""Космическая фантастика"",""Космические войны"",""Космические приключения"",""ЛитРес: чтец"",""Остросюжетная фантастика"",""Приключенческая фантастика"",""Самиздат"",""Только на ЛитРес"",""Фантастический боевик""]"	«Я работаю на себя»		2024
https://litres.ru/book/aleksandr-tamonikov/chuzhoe-zvere-71351221/	Чужое зверье	"[""Александр Тамоников""]"	"[""Боевики"",""Боевые операции"",""Великая Отечественная война"",""Военные приключения"",""Диверсанты"",""Исторические боевики"",""Книги о разведчиках"",""Смертельная опасность"",""Советский спецназ"",""Спецназ"",""Фронтовые будни""]"	«СМЕРШ – спецназ Сталина»	"Самые интересные романы о сталинском спецназе – СМЕРШе.
Младший лейтенант СМЕРШа Алексей Савельев получает назначение в прифронтовую зону, где действует банда, оставшаяся после отступления гитлеровцев. По данным местного отдела НКВД, логово недобитков устроено на старой мельнице. Решено провести рейд и ликвидировать противника. Савельеву приказано прикрывать товарищей, которые должны первыми ворваться на мельницу. Однако в последний момент операция срывается: мельница оказывается заминированной, многие чекисты погибают. Похоже, врага кто-то успел предупредить. Подозрение падает на Алексея, как на нового в этих краях человека… Молодому офицеру не остается ничего другого, как самостоятельно выявить и обезвредить настоящего предателя…
«Смерть шпионам!» (СМЕРШ) – это короткое и беспощадное название носило особое подразделение НКВД, подчинявшееся И. Сталину. Созданное в годы войны, оно состояло из проверенных в бою, честных и бесстрашных офицеров Красной Армии. СМЕРШа боялись все – и фашистские лазутчики, готовящие диверсии в наших боевых порядках, и гитлеровские приспешники, действующие в глубоком советском тылу. Враг знал: если на его след напали бойцы сталинского спецназа, справедливого и скорого суда не избежать.
Романы серии «СМЕРШ – спецназ Сталина» – это каждый раз увлекательный динамичный сюжет и новые исторические знания, это экшен, написанный простым и понятным языком.
Общий тираж книг А. Тамоникова – более 10 миллионов экземпляров!
«Романы А. Тамоникова – о настоящих мужчинах, для которых понятия доблести, чести и долга – не пустой звук». – В. КолычевДругие версии1 книга от 299 ₽Другие версии книгиАудиокнигиЧужое зверьеЧужое зверьеЧитает Олег Томилинаудиокнига299 ₽Синхронизировано с текстовой версиейВ этой версии книги вы можете с легкостью переключиться с электронной на аудиоверсию (или наоборот) и продолжить читать или слушать произведение с того места, на котором остановились ранее."	2025
https://litres.ru/book/aleksandra-shervinskaya/dom-kotoryy-budet-zhdat-kniga-5-71057011/	Дом, который будет ждать. Книга 5	"[""Александра Шервинская""]"	"[""Древние тайны"",""Книги о приключениях"",""Магические миры"",""Мистика"",""Приключенческое фэнтези"",""Самиздат"",""Тайны и загадки"",""Только на ЛитРес""]"		Каждый из героев сделал свой выбор, и теперь идёт по тому пути, который никто другой пройти не сможет. Каспер Даргеро вместе со своими спутниками пробирается к логову загадочного Тревора, вызванного триста лет назад из другого мира императором Максимилианом. Реджинальд фон Рествуд, принявший имя Келен, осваивается в роли Правителя Франгая, пока Лиз знакомится с миром своего отца-демона. Вместе с ней туда отправилась и малышка Элла, опасная тайна которой известна пока только избранным. Узнает ли правитель Шорфар в девочке свою возлюбленную Элизабет? Кто такой на самом деле Сеол? Куда исчез Шегрил? Что задумал Максимилиан? Что за зловещие сны видят почти все участники странных событий? Какие ещё загадки и тайны хранит древний Франгай? Кому по силам распутать тот узел, в который сплелись судьбы героев цикла? Ответы на часть этих вопросов мы найдём в пятой части цикла «Дом, который будет ждать».	2024
https://litres.ru/book/ekaterina-serebryakova-31426090/poznakomilas-na-svou-golovu-71382103/	Познакомилась на свою голову…	"[""Екатерина Серебрякова""]"	"[""История любви"",""Короткие любовные романы"",""Новый год"",""Остросюжетные любовные романы"",""Произведения самиздата"",""Романтика"",""Самиздат"",""Случайная встреча"",""Современные любовные романы""]"		Говорят, что знакомства в сети не доводят до добра. Но я так не думаю! В Интернете можно найти отличного друга или даже большую любовь. Особенно, если это случается в преддверии Нового года. Я решила попытать счастье и зарегистрировалась на сайте знакомств, где нашла прекрасного парня по имени Вадим. И, кажется, у нас взаимная симпатия…. Вот только может ли все быть так гладко?	2024
https://litres.ru/book/irina-romanova-22185444/bred-sivoy-kobyly-merina-71382064/	Бред сивой кобылы(мерина)!	"[""Ирина Романова""]"	"[""Самиздат"",""Сказки для взрослых"",""Черный юмор"",""Юмор и сатира"",""Юмористическое фэнтези""]"		Как хочется автору иногда написать прямо и без прикрас красивую (некрасивую) историю. Решила провести эксперимент (издевательство) и посмотреть, что из этого выйдет (хрень по-любому). Клянусь (возможно!) писать правду и только (ну допустим и не только) чистую правду! (грязную* Муа-ха-ха:))Хмм, так, о чем я (здесь идет самолюбование автора).	2024
https://litres.ru/book/natalya-bulanova-31970487/kosmicheskiy-roman-sirota-i-gendirektor-71052862/	Космический роман. Сирота и гендиректор	"[""Наталья Буланова""]"	"[""Космическая фантастика"",""Космос"",""Любовно-фантастические романы"",""Любовное фэнтези"",""Любовь с первого взгляда"",""Настоящая любовь"",""Настоящие мужчины"",""Самиздат"",""Сильная героиня""]"		Картер Вин решает заполучить Лану в свою корпорацию и постель, но не подозревает, что самый желанный мужчина галактики и его компания не вписываются в планы девушки. Лана хочет свести клеймо сироты и зажить полноценной жизнью, но на ее пути встает глава холдинга “Космострой”.	2024
https://litres.ru/book/natalya-shneyder-31980452/zapasnoy-variant-71381050/	Запасной вариант	"[""Наталья Шнейдер""]"	"[""Героическое фэнтези"",""Драконы"",""Магические способности"",""Опасные приключения"",""Приключенческое фэнтези"",""Самиздат"",""Становление героя"",""Фэнтези про драконов""]"	«Драконы империи»	Он может сражаться. По-настоящему. Обретя своего дракона.Как наследник, он прекрасно знал ритуал призыва дракона. Знал и, что тот может оказаться смертельно опасен. Если у него не хватит магических сил, или если в его душе нет той искры, что способна породить дракона, он умрет прежде, чем успеет закончить ритуал.Но он должен был сделать все, что в его силах.Семнадцать лет спустя событий «Отбора для дракона».Предыстория «Сиротки для дракона».	2024
https://rusneb.ru/catalog/000199_000009_013057895/	"""Да святится же, Родина, имя твоё!"" : жизнь и творчество поэта русского зарубежья Ольги Скопиченко"	"[""Окороков А.В.""]"	"[""\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t"",null,""\n\t\t\t\t\t\t\t\t\t\t\t\t\t""]"			2024
https://rusneb.ru/catalog/000200_000018_RU_NLR_BIBL_A_022303152/	... в 2023 году Российская национальная библиотека... ... в 2023 году	"[""составитель: А. Н. Антоненко""]"	[]			2024
https://rusneb.ru/catalog/000199_000009_012809970/	3D-моделирование в дизайне и технологии художественной обработки материалов : учебное пособие	"[""В. А. Кукушкина, Е. А. Кантарюк, Л. С. Абдуллах, Ю. А. Бордюгова ; Министерство науки и высшего образования Российской Федерации, Федеральное государственное бюджетное образовательное учреждение высшего образования \""Липецкий государственный технический университет\""""]"	"[""\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t"",null,""\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t"",null,""\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t"",null,""\n\t\t\t\t\t\t\t\t\t\t\t\t\t""]"			2024
https://rusneb.ru/catalog/000199_000009_012869547/	La formació de Catalunya : sobre el lloc de catalunya i els catalans en la historia del món (dels mites al segle XIII)	"[""Ashrafyan K.E.""]"	"[""\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t"",null,""\n\t\t\t\t\t\t\t\t\t\t\t\t\t""]"			[2024?]
https://rusneb.ru/catalog/000199_000009_012861210/	Physics of Complex Systems : Выпуски за 2024 год 2024, V. 5, № 1	[]	[]	Physics of Complex Systems : Выпуски за 2024 год		2024
https://rusneb.ru/catalog/000199_000009_013131853/	Physics of Complex Systems : Выпуски за 2024 год 2024, V. 5, № 2	[]	[]	Physics of Complex Systems : Выпуски за 2024 год		2024
https://rusneb.ru/catalog/000199_000009_012806343/	"Technoeconomics : an international journal : научное cетевое издание / учредитель и издатель: Федеральное государственное автономное образовательное учреждение высшего образования ""Санкт-Петербургский политехнический университет Петра Великого"" 2024, V. 3, iss. 1"	[]	[]	Technoeconomics : an international journal : научное cетевое издание		2024
https://rusneb.ru/catalog/000199_000009_013058774/	"Technoeconomics : an international journal : научное cетевое издание / учредитель и издатель: Федеральное государственное автономное образовательное учреждение высшего образования ""Санкт-Петербургский политехнический университет Петра Великого"" 2024, V. 3, iss. 2"	[]	[]	Technoeconomics : an international journal : научное cетевое издание		2024
